"","datetime","rainfall","temperature","humidity"
"3669","02/06/2021 21:00",0,19.5,75
"3670","02/06/2021 22:00",0,19.3,64
"3671","02/06/2021 23:00",0,19,57
"3672","03/06/2021 00:00",0,18.7,54
"3673","03/06/2021 01:00",0,18.3,58
"3674","03/06/2021 02:00",0,17.8,58
"3675","03/06/2021 03:00",0,17.5,54
"3676","03/06/2021 04:00",0,17.1,57
"3677","03/06/2021 05:00",0,17,57
"3678","03/06/2021 06:00",0,16.9,54
"3679","03/06/2021 07:00",0,17.9,51
"3680","03/06/2021 08:00",0,17.9,60
"3681","03/06/2021 09:00",0,19.1,58.1202402437872
"3682","03/06/2021 10:00",0,19,57.9365268025515
"3683","03/06/2021 11:00",0,19,54.5492793302326
"3684","03/06/2021 12:00",0,19.9,54.0356250755925
"3685","03/06/2021 13:00",0,20.6,54.6736427763837
"3686","03/06/2021 14:00",0,21.1,53.7513148516472
"3687","03/06/2021 15:00",0,21.2,52.6156684186367
"3688","03/06/2021 16:00",0,21.1,53
"3689","03/06/2021 17:00",0,21.5,51.6253431508979
"3690","03/06/2021 18:00",0,21.8,50.4723434671176
"3691","03/06/2021 19:00",0,22.3,48.9079790417609
"3692","03/06/2021 20:00",0,21.9,48
"3693","03/06/2021 21:00",0,21.2,60
"3694","03/06/2021 22:00",0,20.9,65
"3695","03/06/2021 23:00",0,20.7,59
"3696","04/06/2021 00:00",0,20.3,62
"3697","04/06/2021 01:00",0,19.5,67
"3698","04/06/2021 02:00",0,19.3,65
"3699","04/06/2021 03:00",0,18.9,65
"3700","04/06/2021 04:00",0,18.5,65
"3701","04/06/2021 05:00",0,18,69
"3702","04/06/2021 06:00",0,18.4,65
"3703","04/06/2021 07:00",0,19.3,67
"3704","04/06/2021 08:00",0,20,71
"3705","04/06/2021 09:00",0,19.8,69.5285676248433
"3706","04/06/2021 10:00",0,19.6,68.2528497590277
"3707","04/06/2021 11:00",0,21.2,62
"3708","04/06/2021 12:00",0,21,62.7710165445076
"3709","04/06/2021 13:00",0,22.6,62.9559563804318
"3710","04/06/2021 14:00",0,22.8,62
"3711","04/06/2021 15:00",0,23.9,61.6964795394142
"3712","04/06/2021 16:00",0,23.9,62.9264710502203
"3713","04/06/2021 17:00",0,23.2,63.7756774524515
"3714","04/06/2021 18:00",0,23.2,66.7164737249418
"3715","04/06/2021 19:00",0,23.2,66.9796382983506
"3716","04/06/2021 20:00",0,23.2,72.457068464955
"3717","04/06/2021 21:00",0,22.5,70
"3718","04/06/2021 22:00",0,22.1,75
"3719","04/06/2021 23:00",0,22.4,62
"3720","05/06/2021 00:00",0,21.8,68
"3721","05/06/2021 01:00",0,21.1,67
"3722","05/06/2021 02:00",0,20.7,67
"3723","05/06/2021 03:00",0,20.5,66
"3724","05/06/2021 04:00",0,20.7,66
"3725","05/06/2021 05:00",0,20.5,62
"3726","05/06/2021 06:00",0,21,62
"3727","05/06/2021 07:00",0,21.4,59
"3728","05/06/2021 08:00",0,20.9,71
"3729","05/06/2021 09:00",0,20.9,66.6373586147739
"3730","05/06/2021 10:00",0,21.2,65.7292782271658
"3731","05/06/2021 11:00",0,22.4,61.7759174040401
"3732","05/06/2021 12:00",0,22.2,63
"3733","05/06/2021 13:00",0,22.2,63.7389603145851
"3734","05/06/2021 14:00",0,22.3,63.3063649252801
"3735","05/06/2021 15:00",0,22.5,62.5434259421568
"3736","05/06/2021 16:00",0,22.7,63.0152524864649
"3737","05/06/2021 17:00",0,22.8,61.9320647700838
"3738","05/06/2021 18:00",0,22.9,61.6848184401356
"3739","05/06/2021 19:00",0,22.8,60.9359936262351
"3740","05/06/2021 20:00",0,23.1,64
"3741","05/06/2021 21:00",0,23.2,65
"3742","05/06/2021 22:00",0,23,63
"3743","05/06/2021 23:00",0,23.2,62
"3744","06/06/2021 00:00",0,23.6,56
"3745","06/06/2021 01:00",0,23.5,57
"3746","06/06/2021 02:00",0,22.3,67
"3747","06/06/2021 03:00",0,21.8,68
"3748","06/06/2021 04:00",0.4,20.7,74
"3749","06/06/2021 05:00",0.7,20.4,73
"3750","06/06/2021 06:00",0.4,20.2,74.3913114984695
"3751","06/06/2021 07:00",0,20.8,73
"3752","06/06/2021 08:00",0,20.5,83.5444322387546
"3753","06/06/2021 09:00",3.5,18.9,84
"3754","06/06/2021 10:00",4.2,18.3,91
"3755","06/06/2021 11:00",0.8,19.3,88
"3756","06/06/2021 12:00",0,20.7,81
"3757","06/06/2021 13:00",0,20.7,81
"3758","06/06/2021 14:00",0,21.7,72
"3759","06/06/2021 15:00",0,21.5,73
"3760","06/06/2021 16:00",0,22,76
"3761","06/06/2021 17:00",0,22,75
"3762","06/06/2021 18:00",0,21.9,75
"3763","06/06/2021 19:00",0,22.2,69
"3764","06/06/2021 20:00",0,22.2,74
"3765","06/06/2021 21:00",0,22.6,68
"3766","06/06/2021 22:00",0,22.2,67
"3767","06/06/2021 23:00",0,22,68
"3768","07/06/2021 00:00",0,21.9,67
"3769","07/06/2021 01:00",0,21.5,68
"3770","07/06/2021 02:00",0,21.4,67
"3771","07/06/2021 03:00",0,21.8,64
"3772","07/06/2021 04:00",0,21.5,65
"3773","07/06/2021 05:00",0,21.2,67
"3774","07/06/2021 06:00",0,20.9,69
"3775","07/06/2021 07:00",0,21.3,71
"3776","07/06/2021 08:00",0,21.6,69
"3777","07/06/2021 09:00",0,22.2,67
"3778","07/06/2021 10:00",0,23,63
"3779","07/06/2021 11:00",0,23.7,62
"3780","07/06/2021 12:00",0,24.5,59
"3781","07/06/2021 13:00",0,24,59
"3782","07/06/2021 14:00",0,21.8,70
"3783","07/06/2021 15:00",0,22.6,69
"3784","07/06/2021 16:00",0.7,22.3,69
"3785","07/06/2021 17:00",0.2,23.4,69
"3786","07/06/2021 18:00",0,24,62
"3787","07/06/2021 19:00",0,24.3,61
"3788","07/06/2021 20:00",0,23.9,63
"3789","07/06/2021 21:00",0,23.5,64.0296911588117
"3790","07/06/2021 22:00",0,22.7,65
"3791","07/06/2021 23:00",0,22.3,66
"3792","08/06/2021 00:00",0,22.2,64
"3793","08/06/2021 01:00",0,22,62
"3794","08/06/2021 02:00",0,21.6,62
"3795","08/06/2021 03:00",0,21.5,61
"3796","08/06/2021 04:00",0,21.2,61
"3797","08/06/2021 05:00",0,20.9,65
"3798","08/06/2021 06:00",0,21.2,63
"3799","08/06/2021 07:00",0,22.3,58
"3800","08/06/2021 08:00",0,23.3,55
"3801","08/06/2021 09:00",0,24.4,54
"3802","08/06/2021 10:00",0,21.8,53.3872133151458
"3803","08/06/2021 11:00",0,22.4,54.2545432237673
"3804","08/06/2021 12:00",0,23.1,58.1956758391808
"3805","08/06/2021 13:00",0,24.2,59.6687441579665
"3806","08/06/2021 14:00",0.3,24.1,62.9855697327443
"3807","08/06/2021 15:00",0.3,23.9,67
"3808","08/06/2021 16:00",0,25.1,63
"3809","08/06/2021 17:00",0,25.6,53
"3810","08/06/2021 18:00",0,25.5,57
"3811","08/06/2021 19:00",0,23.9,67
"3812","08/06/2021 20:00",0,24.1,63
"3813","08/06/2021 21:00",0,23.2,75
"3814","08/06/2021 22:00",0,23.5,71
"3815","08/06/2021 23:00",0,22.9,74
"3816","09/06/2021 00:00",0,22.4,73
"3817","09/06/2021 01:00",0,22.8,66
"3818","09/06/2021 02:00",0,22.3,63
"3819","09/06/2021 03:00",0,22.6,55
"3820","09/06/2021 04:00",0,21.9,59
"3821","09/06/2021 05:00",0,22.1,55
"3822","09/06/2021 06:00",0,21.7,55
"3823","09/06/2021 07:00",0,22.3,53
"3824","09/06/2021 08:00",0,23.7,53
"3825","09/06/2021 09:00",0,23.7,55
"3826","09/06/2021 10:00",0,25.6,47
"3827","09/06/2021 11:00",0,26.8,45
"3828","09/06/2021 12:00",0,27.5,41
"3829","09/06/2021 13:00",0,25.1,46.5470377349847
"3830","09/06/2021 14:00",0,25.4,55.4367723486747
"3831","09/06/2021 15:00",0,25.3,63.1734411596757
"3832","09/06/2021 16:00",0,24.9,70
"3833","09/06/2021 17:00",1.1,24.7,66
"3834","09/06/2021 18:00",0.8,25.3,61
"3835","09/06/2021 19:00",0,24.6,55
"3836","09/06/2021 20:00",0,24.1,62
"3837","09/06/2021 21:00",0,23.1,71
"3838","09/06/2021 22:00",0,23.2,63
"3839","09/06/2021 23:00",0,24.2,53
"3840","10/06/2021 00:00",0,23.7,55
"3841","10/06/2021 01:00",0,23.7,55
"3842","10/06/2021 02:00",0,23.8,53
"3843","10/06/2021 03:00",0,22.9,56
"3844","10/06/2021 04:00",0,23.3,55
"3845","10/06/2021 05:00",0,22.2,59
"3846","10/06/2021 06:00",0,22.6,54
"3847","10/06/2021 07:00",0,23.1,50
"3848","10/06/2021 08:00",0,23.3,50
"3849","10/06/2021 09:00",0,23.1,56
"3850","10/06/2021 10:00",0,24.4,50
"3851","10/06/2021 11:00",0,24.4,52
"3852","10/06/2021 12:00",0,25.4,48
"3853","10/06/2021 13:00",0,26,45
"3854","10/06/2021 14:00",0,26.7,41
"3855","10/06/2021 15:00",0,27.1,39
"3856","10/06/2021 16:00",0,27.1,41
"3857","10/06/2021 17:00",0,26.9,42
"3858","10/06/2021 18:00",0,26.3,45
"3859","10/06/2021 19:00",0,26.6,45
"3860","10/06/2021 20:00",0,25.4,50
"3861","10/06/2021 21:00",0,25.4,43
"3862","10/06/2021 22:00",0,24.1,45
"3863","10/06/2021 23:00",0,23.2,48
"3864","11/06/2021 00:00",0,23.1,47
"3865","11/06/2021 01:00",0,22.8,46.3969956616851
"3866","11/06/2021 02:00",0,22.6,50
"3867","11/06/2021 03:00",0,22.3,50
"3868","11/06/2021 04:00",0,22.2,50
"3869","11/06/2021 05:00",0,22.2,52
"3870","11/06/2021 06:00",0,21.7,55
"3871","11/06/2021 07:00",0,22.1,54
"3872","11/06/2021 08:00",0,23,51
"3873","11/06/2021 09:00",0,24,47
"3874","11/06/2021 10:00",0,23.2,54
"3875","11/06/2021 11:00",0,24.9,45
"3876","11/06/2021 12:00",0,25.4,43
"3877","11/06/2021 13:00",0,25,45
"3878","11/06/2021 14:00",0,24,50
"3879","11/06/2021 15:00",0,23.1,66
"3880","11/06/2021 16:00",0,23.3,57
"3881","11/06/2021 17:00",0,23.7,59.4425444041496
"3882","11/06/2021 18:00",0,23.3,58
"3883","11/06/2021 19:00",0.1,24,49
"3884","11/06/2021 20:00",0,23.1,60
"3885","11/06/2021 21:00",0,22.9,60
"3886","11/06/2021 22:00",0,23.4,51
"3887","11/06/2021 23:00",0,22.7,56
"3888","12/06/2021 00:00",0,23.1,49
"3889","12/06/2021 01:00",0,22.3,51
"3890","12/06/2021 02:00",0,21.8,58
"3891","12/06/2021 03:00",0,21.5,55
"3892","12/06/2021 04:00",0,21,62
"3893","12/06/2021 05:00",0,20.5,62
"3894","12/06/2021 06:00",0,21.4,54
"3895","12/06/2021 07:00",0,21.7,54
"3896","12/06/2021 08:00",0,20.9,67
"3897","12/06/2021 09:00",0,21.8,60.9293507357488
"3898","12/06/2021 10:00",0,21.4,59.8486470850469
"3899","12/06/2021 11:00",0,23.1,59.61924052836
"3900","12/06/2021 12:00",0,23.3,56.5183784576559
"3901","12/06/2021 13:00",0,24.2,54.7400028250367
"3902","12/06/2021 14:00",0,24.6,49.98869619826
"3903","12/06/2021 15:00",0,24.9,46.9263989207347
"3904","12/06/2021 16:00",0,25.4,47.4783102411222
"3905","12/06/2021 17:00",0,25.4,49.2057983072837
"3906","12/06/2021 18:00",0,25.2,47.7319181244244
"3907","12/06/2021 19:00",0,25.3,45
"3908","12/06/2021 20:00",0,26.1,45
"3909","12/06/2021 21:00",0,24.7,53
"3910","12/06/2021 22:00",0,24.1,60
"3911","12/06/2021 23:00",0,24.1,56
"3912","13/06/2021 00:00",0,23.2,65
"3913","13/06/2021 01:00",0,23.6,53
"3914","13/06/2021 02:00",0,22.1,72
"3915","13/06/2021 03:00",0,22.8,60
"3916","13/06/2021 04:00",0,23.2,60
"3917","13/06/2021 05:00",0,22.8,61
"3918","13/06/2021 06:00",0,23,60
"3919","13/06/2021 07:00",0,23.6,55
"3920","13/06/2021 08:00",0,23.5,63
"3921","13/06/2021 09:00",0,24,69
"3922","13/06/2021 10:00",0,27,51
"3923","13/06/2021 11:00",0,27.6,50
"3924","13/06/2021 12:00",0,27.5,48
"3925","13/06/2021 13:00",0,27.9,44
"3926","13/06/2021 14:00",0,28.6,42
"3927","13/06/2021 15:00",0,23.9,60.6884764906869
"3928","13/06/2021 16:00",0,24.3,76
"3929","13/06/2021 17:00",0,23.7,80
"3930","13/06/2021 18:00",0,24.6,70.9717265585095
"3931","13/06/2021 19:00",0,24.7,63.9828069794722
"3932","13/06/2021 20:00",0,24.9,63.228186595717
"3933","13/06/2021 21:00",0,24.9,66
"3934","13/06/2021 22:00",0,26.3,48
"3935","13/06/2021 23:00",0,25.7,47
"3936","14/06/2021 00:00",0,24.6,49
"3937","14/06/2021 01:00",0,23.7,52
"3938","14/06/2021 02:00",0,22.9,53.2530390802397
"3939","14/06/2021 03:00",0,21.3,54
"3940","14/06/2021 04:00",0,20.5,52
"3941","14/06/2021 05:00",0,20.2,51
"3942","14/06/2021 06:00",0,19.6,49
"3943","14/06/2021 07:00",0,19.3,50
"3944","14/06/2021 08:00",0,19.8,49
"3945","14/06/2021 09:00",0,20.7,48
"3946","14/06/2021 10:00",0,21.4,48
"3947","14/06/2021 11:00",0,22.7,46
"3948","14/06/2021 12:00",0,24.3,44
"3949","14/06/2021 13:00",0,21.8,46.4163364351897
"3950","14/06/2021 14:00",0,23.1,48.4370308020051
"3951","14/06/2021 15:00",0,22.8,55.7431442640565
"3952","14/06/2021 16:00",0,22.8,66.661977428128
"3953","14/06/2021 17:00",0,23,74.1667288300555
"3954","14/06/2021 18:00",0,23,72.1341296816285
"3955","14/06/2021 19:00",0,22.8,73
"3956","14/06/2021 20:00",0,22.7,70
"3957","14/06/2021 21:00",0,22.4,70
"3958","14/06/2021 22:00",0,22.1,71
"3959","14/06/2021 23:00",0,22.5,64
"3960","15/06/2021 00:00",0,22.7,50
"3961","15/06/2021 01:00",0,22,46
"3962","15/06/2021 02:00",0,21.4,47
"3963","15/06/2021 03:00",0,21.2,46
"3964","15/06/2021 04:00",0,20.7,46
"3965","15/06/2021 05:00",0,20.2,49
"3966","15/06/2021 06:00",0,20.3,46
"3967","15/06/2021 07:00",0,20.5,47
"3968","15/06/2021 08:00",0,21.1,46
"3969","15/06/2021 09:00",0,21.4,46
"3970","15/06/2021 10:00",0,21.1,54
"3971","15/06/2021 11:00",0,21.6,56
"3972","15/06/2021 12:00",0,21.6,56
"3973","15/06/2021 13:00",0,21.8,61
"3974","15/06/2021 14:00",0,22.2,63
"3975","15/06/2021 15:00",0,22.8,60
"3976","15/06/2021 16:00",0,22.9,58
"3977","15/06/2021 17:00",0,23.1,63
"3978","15/06/2021 18:00",0,23,64
"3979","15/06/2021 19:00",0,23.6,62
"3980","15/06/2021 20:00",0,23,64
"3981","15/06/2021 21:00",0,22.4,74
"3982","15/06/2021 22:00",0,22.2,73
"3983","15/06/2021 23:00",0,22.1,75
"3984","16/06/2021 00:00",0,22,72
"3985","16/06/2021 01:00",0,21.8,75
"3986","16/06/2021 02:00",0,21,76
"3987","16/06/2021 03:00",0,21,77
"3988","16/06/2021 04:00",0,20.9,80
"3989","16/06/2021 05:00",0,20.8,78
"3990","16/06/2021 06:00",0,20.8,78
"3991","16/06/2021 07:00",0,20.9,76
"3992","16/06/2021 08:00",0,21.3,76
"3993","16/06/2021 09:00",0,21.5,79
"3994","16/06/2021 10:00",0,21.6,81
"3995","16/06/2021 11:00",0,22.6,80.9582274883186
"3996","16/06/2021 12:00",0,23,79.4448789711249
"3997","16/06/2021 13:00",0,23.7,78.3400246287789
"3998","16/06/2021 14:00",0,24.1,78.5396625501021
"3999","16/06/2021 15:00",0,25.1,70.815546188245
"4000","16/06/2021 16:00",0,25.3,55.9904799134988
"4001","16/06/2021 17:00",0,25.6,49.1653102461167
"4002","16/06/2021 18:00",0,26,48.5866666920599
"4003","16/06/2021 19:00",0,27.2,47.9227089154557
"4004","16/06/2021 20:00",0,26.2,48.6434203744606
"4005","16/06/2021 21:00",0,25.5,54
"4006","16/06/2021 22:00",0,25.1,49
"4007","16/06/2021 23:00",0,24.5,54.8393322032566
"4008","17/06/2021 00:00",0,23.5,57
"4009","17/06/2021 01:00",0,23.6,53
"4010","17/06/2021 02:00",0,22.9,55
"4011","17/06/2021 03:00",0,23.3,50
"4012","17/06/2021 04:00",0,23.1,53
"4013","17/06/2021 05:00",0,22.5,55
"4014","17/06/2021 06:00",0,22.4,53
"4015","17/06/2021 07:00",0,22.4,69
"4016","17/06/2021 08:00",0,23.2,67
"4017","17/06/2021 09:00",0,24,67.4630465452885
"4018","17/06/2021 10:00",0,23.4,68
"4019","17/06/2021 11:00",0,23.8,69.8345700153304
"4020","17/06/2021 12:00",0,25,67.6834059578018
"4021","17/06/2021 13:00",0,25.8,65.7958502231047
"4022","17/06/2021 14:00",0,26.5,64.9822346567785
"4023","17/06/2021 15:00",0,26.7,62.434403849818
"4024","17/06/2021 16:00",0,26.8,60.9731545914342
"4025","17/06/2021 17:00",0,26.7,59.5933007507317
"4026","17/06/2021 18:00",0,26.4,60.1590977254772
"4027","17/06/2021 19:00",0,26.2,60.1990926321973
"4028","17/06/2021 20:00",0,26,61
"4029","17/06/2021 21:00",0,25.7,62.9098365026411
"4030","17/06/2021 22:00",0,25.7,61
"4031","17/06/2021 23:00",0,25.3,69
"4032","18/06/2021 00:00",0,24.9,68
"4033","18/06/2021 01:00",0,25.1,58
"4034","18/06/2021 02:00",0,24.3,57
"4035","18/06/2021 03:00",0,24.3,55
"4036","18/06/2021 04:00",0,23.6,59
"4037","18/06/2021 05:00",0,23.4,55
"4038","18/06/2021 06:00",0,23.1,60
"4039","18/06/2021 07:00",0,23.9,56
"4040","18/06/2021 08:00",0,25.2,53
"4041","18/06/2021 09:00",0,23.7,60.5871117230667
"4042","18/06/2021 10:00",0,24.3,66
"4043","18/06/2021 11:00",0,24.2,67
"4044","18/06/2021 12:00",0,24.5,64.2000295009652
"4045","18/06/2021 13:00",0,25.1,63
"4046","18/06/2021 14:00",0,25.2,62
"4047","18/06/2021 15:00",0,25.4,64
"4048","18/06/2021 16:00",0,25.4,60
"4049","18/06/2021 17:00",0,25.7,59
"4050","18/06/2021 18:00",0,25.6,61
"4051","18/06/2021 19:00",0,25.2,67
"4052","18/06/2021 20:00",0,25.3,67.1859633256254
"4053","18/06/2021 21:00",0,24.6,74
"4054","18/06/2021 22:00",0,24.7,69
"4055","18/06/2021 23:00",0,24.5,70
"4056","19/06/2021 00:00",0,24.5,67
"4057","19/06/2021 01:00",0,23.8,72
"4058","19/06/2021 02:00",0,23.5,75
"4059","19/06/2021 03:00",0,23.1,75
"4060","19/06/2021 04:00",0,23,72
"4061","19/06/2021 05:00",0,22.7,71
"4062","19/06/2021 06:00",0,22.9,76
"4063","19/06/2021 07:00",0,23.5,71
"4064","19/06/2021 08:00",0,23.8,70
"4065","19/06/2021 09:00",0,24.9,70
"4066","19/06/2021 10:00",0,24.2,71.450462379765
"4067","19/06/2021 11:00",0,24.8,70.0470611326042
"4068","19/06/2021 12:00",0,25.4,68.1005922311337
"4069","19/06/2021 13:00",0,25.6,68.4452519372383
"4070","19/06/2021 14:00",0,26.3,67.9559049902188
"4071","19/06/2021 15:00",0,26.3,67
"4072","19/06/2021 16:00",0,26,73
"4073","19/06/2021 17:00",0,26.3,74
"4074","19/06/2021 18:00",0,26,73
"4075","19/06/2021 19:00",0,26.2,71.997065458594
"4076","19/06/2021 20:00",0,26,71.1760059030682
"4077","19/06/2021 21:00",0,26.2,71
"4078","19/06/2021 22:00",0,25.9,72
"4079","19/06/2021 23:00",0,25.7,70
"4080","20/06/2021 00:00",0,25.7,69
"4081","20/06/2021 01:00",0,25.1,72
"4082","20/06/2021 02:00",0,25,68
"4083","20/06/2021 03:00",0,24.2,74
"4084","20/06/2021 04:00",0,24.5,75
"4085","20/06/2021 05:00",0,24.1,77
"4086","20/06/2021 06:00",0,24.1,74
"4087","20/06/2021 07:00",0,24.6,72
"4088","20/06/2021 08:00",0,25.3,73
"4089","20/06/2021 09:00",0,25.8,73
"4090","20/06/2021 10:00",0,25.9,74
"4091","20/06/2021 11:00",0,26.1,72
"4092","20/06/2021 12:00",0,26.3,68
"4093","20/06/2021 13:00",0,26.7,68
"4094","20/06/2021 14:00",0,27,71
"4095","20/06/2021 15:00",0,26.8,71.4850499703179
"4096","20/06/2021 16:00",0,26.5,75
"4097","20/06/2021 17:00",0,27.3,68
"4098","20/06/2021 18:00",0,26.8,74
"4099","20/06/2021 19:00",0,26.8,75
"4100","20/06/2021 20:00",0,27.1,71
"4101","20/06/2021 21:00",0,27.1,69
"4102","20/06/2021 22:00",0,26.7,72
"4103","20/06/2021 23:00",0,27.2,63
"4104","21/06/2021 00:00",0,26.5,67
"4105","21/06/2021 01:00",0,26.3,63
"4106","21/06/2021 02:00",0,26.1,62
"4107","21/06/2021 03:00",0,25.8,65
"4108","21/06/2021 04:00",0,25.3,70
"4109","21/06/2021 05:00",0,25.1,65
"4110","21/06/2021 06:00",0,24.9,65
"4111","21/06/2021 07:00",0,25.4,62
"4112","21/06/2021 08:00",0,26.4,61
"4113","21/06/2021 09:00",0,25.8,61.6857301435281
"4114","21/06/2021 10:00",0,26.9,64.4510032308742
"4115","21/06/2021 11:00",0,27,63.1400431040881
"4116","21/06/2021 12:00",0,27,66
"4117","21/06/2021 13:00",0,27,63.7548656833956
"4118","21/06/2021 14:00",0,27.7,61.2223038658855
"4119","21/06/2021 15:00",0,27.9,61
"4120","21/06/2021 16:00",0,28.1,63
"4121","21/06/2021 17:00",0,28.5,63
"4122","21/06/2021 18:00",0,28.5,60.6818947909453
"4123","21/06/2021 19:00",0,29.3,62
"4124","21/06/2021 20:00",0,29.4,53
"4125","21/06/2021 21:00",0,29,52
"4126","21/06/2021 22:00",0,28.3,51
"4127","21/06/2021 23:00",0,28.4,46
"4128","22/06/2021 00:00",0,27.7,51
"4129","22/06/2021 01:00",0,26.9,57
"4130","22/06/2021 02:00",0,27.2,47
"4131","22/06/2021 03:00",0,26.8,48
"4132","22/06/2021 04:00",0,26.3,52
"4133","22/06/2021 05:00",0,26.1,56
"4134","22/06/2021 06:00",0,26,59
"4135","22/06/2021 07:00",0,26.2,59
"4136","22/06/2021 08:00",0,26.8,61
"4137","22/06/2021 09:00",0,27.6,61
"4138","22/06/2021 10:00",0,27.5,62
"4139","22/06/2021 11:00",0,27.4,61
"4140","22/06/2021 12:00",0,27.3,61
"4141","22/06/2021 13:00",0,27.5,58
"4142","22/06/2021 14:00",0,27.5,63
"4143","22/06/2021 15:00",0,27.6,60
"4144","22/06/2021 16:00",0,27.5,64
"4145","22/06/2021 17:00",0,28.2,54
"4146","22/06/2021 18:00",0,28.3,57.5941886148599
"4147","22/06/2021 19:00",0,28.4,57.9639253120289
"4148","22/06/2021 20:00",0,28.1,57.1581753614
"4149","22/06/2021 21:00",0,27.7,56
"4150","22/06/2021 22:00",0,27.1,58
"4151","22/06/2021 23:00",0,27,49
"4152","23/06/2021 00:00",0,26.6,49
"4153","23/06/2021 01:00",0,26.3,55
"4154","23/06/2021 02:00",0,25.9,55
"4155","23/06/2021 03:00",0,25.5,59
"4156","23/06/2021 04:00",0,25.7,55
"4157","23/06/2021 05:00",0,25.1,59
"4158","23/06/2021 06:00",0,25.5,57
"4159","23/06/2021 07:00",0,26.2,58
"4160","23/06/2021 08:00",0,29.5,50
"4161","23/06/2021 09:00",0,27.4,58
"4162","23/06/2021 10:00",0,27.2,62
"4163","23/06/2021 11:00",0,26.8,58.8148113751224
"4164","23/06/2021 12:00",0,26.8,64.7846185308629
"4165","23/06/2021 13:00",0,26.8,71.4907051646678
"4166","23/06/2021 14:00",0,27.1,73.1131562591683
"4167","23/06/2021 15:00",0,27.4,76
"4168","23/06/2021 16:00",0,27.7,72
"4169","23/06/2021 17:00",0,27.8,73
"4170","23/06/2021 18:00",0,27.8,73
"4171","23/06/2021 19:00",0,27.8,75
"4172","23/06/2021 20:00",0,27.7,76
"4173","23/06/2021 21:00",0,28,78
"4174","23/06/2021 22:00",0,28.4,68
"4175","23/06/2021 23:00",0,28.5,59
"4176","24/06/2021 00:00",0,27.6,70
"4177","24/06/2021 01:00",0,26.9,73
"4178","24/06/2021 02:00",0,26.6,69
"4179","24/06/2021 03:00",0,26.2,69
"4180","24/06/2021 04:00",0,25.7,67
"4181","24/06/2021 05:00",0,25.8,65
"4182","24/06/2021 06:00",0,25.6,62
"4183","24/06/2021 07:00",0,26.1,56
"4184","24/06/2021 08:00",0,26.8,57
"4185","24/06/2021 09:00",0,27,61
"4186","24/06/2021 10:00",0,26.8,72
"4187","24/06/2021 11:00",0,27,73
"4188","24/06/2021 12:00",0,26.8,79
"4189","24/06/2021 13:00",0,27,77
"4190","24/06/2021 14:00",0,27,75
"4191","24/06/2021 15:00",0,27.2,77
"4192","24/06/2021 16:00",0,27.5,77
"4193","24/06/2021 17:00",0,27.5,77
"4194","24/06/2021 18:00",0,28.4,74
"4195","24/06/2021 19:00",0,27.9,77
"4196","24/06/2021 20:00",0,28.1,74
"4197","24/06/2021 21:00",0,29.4,58.7850168207993
"4198","24/06/2021 22:00",0,29.4,52
"4199","24/06/2021 23:00",0,28.8,52
"4200","25/06/2021 00:00",0,27.3,74
"4201","25/06/2021 01:00",0,27,76
"4202","25/06/2021 02:00",0,28.1,60.4053344287281
"4203","25/06/2021 03:00",0,27.1,52
"4204","25/06/2021 04:00",0,26.8,49
"4205","25/06/2021 05:00",0,25.3,50
"4206","25/06/2021 06:00",0,24.9,56
"4207","25/06/2021 07:00",0,24.7,52
"4208","25/06/2021 08:00",0,25,57
"4209","25/06/2021 09:00",0,25.1,60
"4210","25/06/2021 10:00",0,25.4,57
"4211","25/06/2021 11:00",0,25.2,60
"4212","25/06/2021 12:00",0,25.4,57
"4213","25/06/2021 13:00",0,25.6,55
"4214","25/06/2021 14:00",0,25.4,60
"4215","25/06/2021 15:00",0,25.2,62
"4216","25/06/2021 16:00",0,25.5,60
"4217","25/06/2021 17:00",0,25.9,59
"4218","25/06/2021 18:00",0,26.2,57
"4219","25/06/2021 19:00",0,26.2,55
"4220","25/06/2021 20:00",0,26.2,52
"4221","25/06/2021 21:00",0,26.7,45
"4222","25/06/2021 22:00",0,26,49.7945605683156
"4223","25/06/2021 23:00",0,25.4,52.329519639374
"4224","26/06/2021 00:00",0,24.8,55.8846657983738
"4225","26/06/2021 01:00",0,24,57
"4226","26/06/2021 02:00",0,24.4,60
"4227","26/06/2021 03:00",0,23.6,60
"4228","26/06/2021 04:00",0,23.6,53
"4229","26/06/2021 05:00",0,23.6,52
"4230","26/06/2021 06:00",0,23,54
"4231","26/06/2021 07:00",0,23.7,52
"4232","26/06/2021 08:00",0,25.2,49
"4233","26/06/2021 09:00",0,26.4,45
"4234","26/06/2021 10:00",0,27.7,41
"4235","26/06/2021 11:00",0,27.6,46
"4236","26/06/2021 12:00",0,27.5,46
"4237","26/06/2021 13:00",0,27.6,46
"4238","26/06/2021 14:00",0,27.4,48
"4239","26/06/2021 15:00",0,27.6,52
"4240","26/06/2021 16:00",0,27.5,52
"4241","26/06/2021 17:00",0,27.8,53
"4242","26/06/2021 18:00",0,27.8,52
"4243","26/06/2021 19:00",0,27.8,55
"4244","26/06/2021 20:00",0,27.7,55
"4245","26/06/2021 21:00",0,27.2,60
"4246","26/06/2021 22:00",0,27.1,60
"4247","26/06/2021 23:00",0,26.2,62
"4248","27/06/2021 00:00",0,25.8,62
"4249","27/06/2021 01:00",0,25.7,62
"4250","27/06/2021 02:00",0,25.5,62
