datetime,dma_A,dma_B,dma_C,dma_D,dma_E,dma_F,dma_G,dma_H,dma_I,dma_J
26/01/2021 00:00,4.9925,8.0325,3.2525,26.95,60.495,8.187548498,15.0225,13.015,22.59352951,20.595
26/01/2021 01:00,4.6925,7.81,2.8125,28.615,55.73,8.187548498,13.4,11.58,22.59352951,20.9825
26/01/2021 02:00,10.5375,7.83,2.695,28.8125,54.3475,8.187548498,12.2975,11.255,22.59352951,20.135
26/01/2021 03:00,3.8225,7.81,2.6,28.4675,53.8825,8.187548499,12.4325,10.6775,22.59352952,20.3725
26/01/2021 04:00,3.2575,8.1,2.71,30.27,54.2775,8.187548499,12.6675,11.2725,22.59352952,20.6375
26/01/2021 05:00,3.775,8.2575,2.9575,31.9275,57.4575,8.187548499,13.49,12.3475,22.59352952,21.355
26/01/2021 06:00,5.235,9.195,3.9425,33.555,71.1725,8.187548499,18.0025,16.4475,22.59352953,25.6975
26/01/2021 07:00,9.58,10.42,5.1675,41.2525,98.1025,8.187548499,27.6575,24.215,22.59352954,29.575
26/01/2021 08:00,9.655,10.8275,5.1525,46.5275,101.6225,8.187548499,29.58,27.39,22.59352955,30.495
26/01/2021 09:00,9.6125,10.6025,4.865,45.7725,98.6425,8.187548499,26.79,27.6475,22.59352955,31.88
26/01/2021 10:00,9.625,9.7875,4.9025,44.1975,90.93,8.187548499,26.3425,26.8075,22.59352956,32.3625
26/01/2021 11:00,8.83,10.3075,4.44,44.24,87.135,8.187548499,24.23,24.1125,22.59352956,31.0275
26/01/2021 12:00,9.19,11.0575,4.9925,44.435,87.98,8.187548499,23.6225,23.7875,22.59352957,30.875
26/01/2021 13:00,9.6475,11.565,4.68,41.09,89.69,8.187548499,24.6775,25.1475,22.59352957,31.925
26/01/2021 14:00,9.305,11.285,4.36,38.075,86.8875,8.187548498,23.2975,24.9075,22.59352957,31.08
26/01/2021 15:00,8.285,10.86,4.24,35.585,80.3925,8.187548498,22.055,20.24,22.59352957,32.365
26/01/2021 16:00,6.2,10.885,4.1575,36.4875,78.2875,8.187548498,21.2,22.05,22.59352956,32.33
26/01/2021 17:00,7.035,10.9275,4.4275,42.25,81.34,8.187548498,22.775,20.5375,22.59352955,29.6325
26/01/2021 18:00,6.88,11.2675,4.9625,43.025,86.6975,8.187548498,24.8775,22.8075,22.59352955,28.435
26/01/2021 19:00,7.3775,12.1775,4.925,47.9225,91.93,8.187548498,29.705,23.8975,22.59352954,27.8725
26/01/2021 20:00,7.445,11.81,4.86,43.1975,94.3775,8.187548498,29.09,22.4625,22.59352953,28.265
26/01/2021 21:00,6.615,11.325,4.325,36.8025,85.2,8.187548497,24.6725,20.47,22.59352951,26.5125
26/01/2021 22:00,5.4525,10.5175,3.75,33.7025,75.1025,8.187548497,20.925,18.7025,22.5935295,24.27
26/01/2021 23:00,4.9025,10.0075,3.25,30.8725,70.3675,8.187548497,18.485,16.1775,22.59352949,24.4175
27/01/2021 00:00,4.7775,9.7,3.2425,30.6025,60.815,8.187548498,14.9575,13.2375,22.59352949,22.3025
27/01/2021 01:00,4.47,9.4575,2.91,30.5425,56.2175,8.187548498,13.1925,11.5775,22.59352949,21.6375
27/01/2021 02:00,4.705,9.3275,2.67,28.61,54.685,8.187548498,11.795,10.64,22.59352949,21.965
27/01/2021 03:00,5.1975,9.385,2.7075,30.745,53.655,8.187548499,12.515,10.9425,22.59352949,21.62
27/01/2021 04:00,4.7025,9.5725,2.86,27.71,54.1125,8.187548499,12.2925,10.925,22.5935295,22.0025
27/01/2021 05:00,5.0225,9.6225,3.105,25.7125,57.36,8.187548499,13.41,11.75,22.59352951,21.495
27/01/2021 06:00,6.3575,10.62,4.145,32.0725,72.2,8.187548499,17.9225,16.005,22.59352953,25.1475
27/01/2021 07:00,8.78,12.0725,5.0925,41.5225,98.2125,8.187548499,28.1875,23.7775,22.59352954,29.105
27/01/2021 08:00,9.2425,12.13,5.02,46.9325,100.7925,8.187548499,33.945,28.51,22.59352956,30.76
27/01/2021 09:00,9.625,12.075,4.965,49.5825,98.065,8.187548499,30.81,27.2925,22.59352957,32.975
27/01/2021 10:00,8.76,11.27,5.5575,43.14,92.6625,8.187548499,26.3375,26.6275,22.59352958,32.0425
27/01/2021 11:00,8.525,10.9225,5.0325,40.1025,87.4325,8.187548499,24.46,24.83,22.59352959,31.8025
27/01/2021 12:00,8.0825,10.8975,4.6225,40.26,87.21,8.187548499,22.8225,25.4375,22.5935296,31.5325
27/01/2021 13:00,8.7725,11.27,4.695,40.295,90.2725,8.187548499,24.8875,26.7075,22.59352961,31.5675
27/01/2021 14:00,9,11.07,4.1525,37.2425,84.8925,8.187548498,22.2825,22.565,22.59352962,30.1075
27/01/2021 15:00,9.0525,11.1875,4.12,38.855,80.0225,8.187548498,20.6125,22.365,22.59352961,29.4375
27/01/2021 16:00,8.1625,10.82,4.1025,41.23,80.91,8.187548498,20.1875,21.94,22.5935296,27.9275
27/01/2021 17:00,7.445,11.1925,4.545,40.56,81.4525,8.187548497,21.1275,21.6475,22.59352959,27.805
27/01/2021 18:00,8.0625,11.5625,4.96,39.7825,86.19,8.187548497,22.4,23.51,22.59352958,27.3275
27/01/2021 19:00,8.095,12.25,4.815,42.1325,92.2175,8.187548496,25.7275,23.555,22.59352957,28.61
27/01/2021 20:00,8.0725,11.9125,4.995,43.60758196,94.5375,8.187548496,27.83,22.045,22.59352955,26.4375
27/01/2021 21:00,6.3125,11.06,4.515,39.9875,87.0025,8.187548496,24.84,20.515,22.59352953,25.27
27/01/2021 22:00,4.5475,10.625,3.855,37.6775,75.565,8.187548496,20.73,17.6225,22.5935295,24.045
27/01/2021 23:00,4.055,10.1325,3.5275,32.57,69.525,8.187548495,17.7325,15.23,22.59352948,23.455
28/01/2021 00:00,3.6775,9.5525,3.325,30.1325,61.6425,8.187548494,15.085,12.93,22.59352943,22.2025
28/01/2021 01:00,3.18,9.4725,2.9625,28.485,56.2975,8.187548494,13.375,11.24,22.5935294,21.595
28/01/2021 02:00,4.0725,9.3,2.6775,26.8425,54.835,8.187548495,12.015,10.8925,22.59352937,19.8725
28/01/2021 03:00,4.735,9.32,2.64,24.825,53.975,8.187548496,12.2325,10.4975,22.59352935,20.495
28/01/2021 04:00,4.5325,9.365,2.71,24.04,54.8375,8.187548497,12.3475,10.9,22.59352933,21.645
28/01/2021 05:00,4.6125,9.6125,3.0875,30.3625,58.225,8.187548498,13.0725,11.665,22.59352932,21.16
28/01/2021 06:00,5.6125,10.4875,4.1275,38.6125,73.325,8.187548499,18.3125,15.8625,22.59352932,26.78
28/01/2021 07:00,9.6375,11.9,5.4275,46.8775,101.3675,8.1875485,28.3825,24.1375,22.59352934,30.27
28/01/2021 08:00,9.51,11.845,4.8925,47.915,102.075,8.187548501,28.5375,28.3875,22.59352939,31.1725
28/01/2021 09:00,10.045,11.86,4.735,43.965,97.98,8.187548503,29.0325,27.3225,22.59352944,32.205
28/01/2021 10:00,8.9675,11.29,4.64,40.8525,91.665,8.187548504,25.87,25.785,22.59352949,29.99
28/01/2021 11:00,8.685,11.0225,4.2075,37.4575,87.115,8.187548504,23.8775,25.24,22.59352954,30.6475
28/01/2021 12:00,8.32,11.0075,4.79,38.2525,89.3475,8.187548505,23.7075,23.8525,22.59352959,31.595
28/01/2021 13:00,8.8725,11.275,4.0475,41.735,90.48,8.187548504,23.8375,24.9,22.59352967,30.9525
28/01/2021 14:00,9.4825,11.15,4.2625,40.9275,86.0875,8.187548504,23.315,23.57,22.59352976,31.3975
28/01/2021 15:00,9.11,10.8925,4.0225,36.9725,79.765,8.187548504,20.89,21.85,22.59352983,29.135
28/01/2021 16:00,7.8525,10.96,3.9575,33.0925,79.5225,8.187548503,22.115,20.665,22.59352987,30.25
28/01/2021 17:00,7.0875,9.7075,4.315,35.0525,82.2225,8.187548501,21.6725,21.3275,22.59352989,29.0175
28/01/2021 18:00,7.015,9.6725,4.755,38.08,87.62,8.187548499,21.97,21.7075,22.59352989,26.925
28/01/2021 19:00,7.035,9.9725,4.625,38.865,92.24,8.187548497,25.27,22.47,22.59352988,26.855
28/01/2021 20:00,7.425,10.27,4.875,45.9575,93.875,8.187548495,26.9125,22.2475,22.59352988,27.5475
28/01/2021 21:00,6.865,9.2,4.47,38.8825,85.1825,8.187548493,23.7325,21.0725,22.59352984,24.8675
28/01/2021 22:00,5.7475,8.65,3.5625,31.895,74.765,8.187548491,21.0575,17.03,22.59352977,23.005
28/01/2021 23:00,4.7275,8.515,3.5025,29.14,81.5325,8.18754849,17.665,15.3375,22.59352962,23.16
29/01/2021 00:00,3.9175,8.075,3.4775,23.7675,78.3225,8.187548489,13.6375,13.385,22.59352928,20.8825
29/01/2021 01:00,3.775,7.685,2.9225,25.185,73.68,8.187548489,11.1425,11.8325,22.59352923,19.0875
29/01/2021 02:00,4.1925,7.725,2.775,27.0825,71.7025,8.18754849,10.48,11.3325,22.59352918,18.945
29/01/2021 03:00,4.76,7.7625,2.6675,27.0025,56.84,8.187548492,11.62,10.245,22.59352913,20.3425
29/01/2021 04:00,3.63,8.045,2.7075,27.9325,57.4775,8.187548494,11.2525,10.65,22.59352909,20.6575
29/01/2021 05:00,3.5825,8.5175,3.1375,29.17,58.1275,8.187548496,13.275,11.9025,22.59352906,21.6025
29/01/2021 06:00,4.9725,9.075,4.05,35.62,72.4325,8.187548498,18.25,14.47,22.59352906,25.5275
29/01/2021 07:00,8.6175,10.365,5.24,40.6225,96.32,8.1875485,28.7875,23.6025,22.59352911,29.7875
29/01/2021 08:00,8.595,10.545,4.69,40.725,100.925,8.187548503,28.7275,26.95,22.59352921,31.3025
29/01/2021 09:00,8.72,10.2075,4.6925,39.01,96.2725,8.187548506,27.355,26.355,22.59352931,31.1525
29/01/2021 10:00,9.7375,9.57,4.415,39.5375,91.96,8.187548509,24.41,27.5525,22.59352941,31.2725
29/01/2021 11:00,9.89,9.43,4.685,41.8275,87.3925,8.187548511,23.7,24.92,22.59352952,29.3475
29/01/2021 12:00,10.2175,9.3025,4.5575,41.2,88.84,8.187548511,23.0775,25.4225,22.59352963,31.54
29/01/2021 13:00,10.7625,9.4625,4.3275,40.8325,91.1325,8.187548511,25.64,24.88,22.59352982,31.535
29/01/2021 14:00,10.24,9.415,4.2125,36.4575,86.6925,8.187548511,22.655,24.895,22.59353,33.4775
29/01/2021 15:00,8.9425,9.165,3.9925,37.155,82.645,8.187548511,21.9075,22.755,22.59353017,28.4125
29/01/2021 16:00,7.21,9.12,3.9725,35.7925,82.4025,8.187548509,21.71,21.1875,22.59353029,28.615
29/01/2021 17:00,6.5325,9.3625,4.3375,36.65,82.4075,8.187548506,21.7175,21.655,22.59353035,27.6825
29/01/2021 18:00,6.43,9.53,4.32,41.9575,86.115,8.187548502,24.19,22.3175,22.59353039,28.07
29/01/2021 19:00,7.345,10.2025,4.56,44.9975,91.4425,8.187548497,24.1525,22.6525,22.59353041,25.0575
29/01/2021 20:00,6.5625,10.1725,4.7725,41.595,90.825,8.187548493,27.3475,21.245,22.59353043,26.8175
29/01/2021 21:00,5.82,9.03,4.275,40.3275,82.7675,8.187548489,23.1325,18.34,22.59353039,25.01
29/01/2021 22:00,3.895,8.7675,3.7225,33.0725,76.2225,8.187548486,20.115,17.025,22.59353029,22.3375
29/01/2021 23:00,4.23,8.47,3.7075,27.8775,69.5175,8.187548482,18.4875,14.5475,22.59353001,21.715
30/01/2021 00:00,4.33,8.03,3.115,29.57,62.6075,8.187548471,15.505,12.49,22.59353036,19.7725
30/01/2021 01:00,3.95,7.735,2.9325,28.655,57.46,8.187548464,13.2325,11.585,22.59352991,19.5425
30/01/2021 02:00,4.915,7.7225,2.715,28.51,55.5625,8.187548459,12.2825,10.5625,22.59352946,18.51
30/01/2021 03:00,4.9075,7.6675,2.6625,28.6175,54.7725,8.187548457,12.4525,10.655,22.59352903,18.99
30/01/2021 04:00,3.7325,7.95,2.7475,22.95,55.035,8.187548459,12.5425,10.91,22.59352846,19.725
30/01/2021 05:00,4.385,7.86,3.0525,24.415,56.69,8.187548464,12.6575,11.2475,22.59352792,21.1025
30/01/2021 06:00,6.445,8.115,3.18,28.1775,62.37,8.187548468,14.8025,13.445,22.5935274,28.67
30/01/2021 07:00,8.31,9.2975,4.065,38.825,76.065,8.187548474,19.3375,16.9425,22.59352695,22.53
30/01/2021 08:00,8.4925,10.5225,5.0525,45.48,96.185,8.187548481,26.8,23.8575,22.5935267,25.9
30/01/2021 09:00,8.855,10.8425,5.735,49.7375,109.42,8.187548492,31.745,27.9925,22.59352676,27.3875
30/01/2021 10:00,8.245,11.19,5.975,47.29,107.9575,8.187548507,30.2775,27.705,22.59352706,28.0425
30/01/2021 11:00,8.0175,10.405,5.455,43.3825,101.7225,8.187548522,28.625,25.5675,22.59352737,28.49
30/01/2021 12:00,6.8425,10.525,5.1875,43.27,97.7475,8.187548535,27.9125,24.365,22.59352768,28.5825
30/01/2021 13:00,6.845,10.735,5.25,41.165,100.5625,8.187548544,27.37,24.5125,22.5935283,28.7975
30/01/2021 14:00,7.0225,10.2775,5.215,42.64,92.3925,8.187548549,26.625,23.4275,22.59352919,26.1175
30/01/2021 15:00,6.125,9.715,4.59,38.055,85.6975,8.187548556,24.9725,21.005,22.59353027,24.745
30/01/2021 16:00,5.5375,9.945,4.5825,40.1725,84.465,8.187548562,23.51,20.5825,22.5935313,22.95
30/01/2021 17:00,5.4775,10.1775,4.8075,38.3475,84.1275,8.187548566,24.19,21.075,22.59353224,25.5075
30/01/2021 18:00,6.2275,10.19,4.6275,39.7316343,86.8225,8.187548563,25.625,22.0725,22.59353306,24.135
30/01/2021 19:00,6.44,9.955,4.7875,39.2075,88.0875,8.187548553,25.6,21.9475,22.59353363,25.095
30/01/2021 20:00,6.985,9.7525,4.54,40.5025,88.755,8.187548535,23.9675,19.915,22.59353394,23.785
30/01/2021 21:00,6.37,9.045,4.0925,35.55,81.725,8.187548517,21.43,19.41,22.59353419,22.255
30/01/2021 22:00,5.5075,8.6,3.9075,33.895,76.18,8.187548501,20.3675,17.885,22.59353433,21.81
30/01/2021 23:00,5.0025,8.47,3.79,32.2475,69.905,8.187548484,18.6875,15.5275,22.59353381,22.09
31/01/2021 00:00,4.0675,8.2475,3.1925,29.0325,63.9125,8.187548436,15.45,13.61,22.59353091,18.9225
31/01/2021 01:00,3.88,7.9,2.9025,26.4725,57.9875,8.187548423,12.895,11.58,22.59353002,19.86
31/01/2021 02:00,3.78,7.66,2.8225,23.18,55.44,8.187548413,12.6275,10.8375,22.59352915,21.0375
31/01/2021 03:00,3.53,7.6475,2.6275,22.9075,54.355,8.187548408,13.0575,10.67,22.5935283,18.5775
31/01/2021 04:00,2.8525,7.6025,2.78,27.8075,54.7175,8.187548413,12.3225,10.4025,22.59352718,19.135
31/01/2021 05:00,2.9875,7.7375,2.915,28.185,55.8125,8.187548423,12.38,10.8575,22.59352609,19.7425
31/01/2021 06:00,4.05,8,2.9325,29.7425,58.9025,8.187548433,13.5425,11.9575,22.59352504,20.71
31/01/2021 07:00,5.975,8.6625,3.645,33.5175,68.5775,8.187548445,16.88,15.305,22.5935241,21.645
31/01/2021 08:00,6.24,10.28,4.655,40.155,87.825,8.187548461,23.96,20.8825,22.59352352,25.2675
31/01/2021 09:00,6.9325,11.1875,5.79,47.5025,102.7575,8.187548483,29.755,25.8625,22.59352356,26.635
31/01/2021 10:00,7.94,11.4575,6.1325,50.1275,108.43,8.187548516,32.64,26.5825,22.59352414,27.155
31/01/2021 11:00,8.0025,10.9925,5.7525,47.5175,105.55,8.187548549,31.5825,25.055,22.59352473,27.1475
31/01/2021 12:00,7.335,11.71,5.7825,46.89,104.56,8.187548579,30.875,25.905,22.59352534,26.4675
31/01/2021 13:00,7.46,10.4975,5.3025,44.095,96.505,8.187548604,28.66,23.515,22.59352656,24.5675
31/01/2021 14:00,7.105,10.195,4.835,42.7825,91.0525,8.187548621,26.9125,22.6975,22.59352832,25.6425
31/01/2021 15:00,6.3675,9.405,4.47,38.5825,84.5325,8.187548641,24.8725,20.765,22.59353048,23.13
31/01/2021 16:00,5.6875,9.8975,4.545,36.21,84.71,8.187548659,22.6125,19.6475,22.59353268,23.81
31/01/2021 17:00,5.1,9.975,5.0325,40.5275,88.4725,8.187548676,23.885,20.72,22.59353475,24.4575
31/01/2021 18:00,5.415,10.2725,5.2475,39.155,90.15,8.187548679,26.595,21.205,22.59353662,23.6625
31/01/2021 19:00,5.8675,10.275,5.0625,39.775,94.7,8.187548668,26.1975,22.95,22.59353807,23.705
31/01/2021 20:00,6.195,10.7975,4.975,46.0575,94.345,8.187548641,27.97,22.1775,22.59353902,24.1925
31/01/2021 21:00,5.45,9.7275,4.58,39.88,84.43,8.187548614,23.01,19.715,22.59353989,22.63
31/01/2021 22:00,5.305,8.8775,3.785,34.8375,75.4625,8.187548588,19.6675,17.7325,22.59354069,20.495
31/01/2021 23:00,5.26,8.5025,3.4425,33.05,69.2125,8.187548559,18.2225,15.73,22.59354031,21.445
01/02/2021 00:00,4.05,7.9275,3.0125,27.7025,61.1775,8.187548578,15.0575,12.795,22.59354753,20.185
01/02/2021 01:00,4.225,7.7375,2.8175,23.415,56.5525,8.18754849,13.115,11.26,22.5935449,20.725
01/02/2021 02:00,4.4925,7.68,2.6875,21.4575,54.9475,8.187548389,12.0525,10.495,22.59354151,20.1225
01/02/2021 03:00,5.305,7.765,2.58,27.9775,54.875,8.187548293,12.3425,10.775,22.59353815,18.6225
01/02/2021 04:00,5.2475,7.995,2.695,27.68,55.4525,8.18754821,12.61,10.7775,22.59353437,19.37
01/02/2021 05:00,5.36,8.245,3.0325,30.415,57.93,8.187548146,13.5425,11.65,22.5935307,22.015
01/02/2021 06:00,6.6475,9.14,4.0575,36.4275,73.4925,8.1875481,19.215,16.4925,22.59352726,25.795
01/02/2021 07:00,9.215,10.7175,5.2825,42.91,102.5325,8.187548073,28.105,24.7475,22.59352169,29.8025
01/02/2021 08:00,10.405,10.72,5.175,43.9775,104.185,8.18754805,29.2425,27.705,22.5935165,33.9475
01/02/2021 09:00,9.4675,10.47,5.045,43.7575,101.1175,8.187548037,29.595,27.39,22.59351225,32.3125
01/02/2021 10:00,9.105,10.17,4.6775,40.4375,95.0725,8.187548064,26.515,26.81,22.59350998,38.865
01/02/2021 11:00,8.44,9.6625,4.655,41.2075,89.335,8.187548142,24.435,24.885,22.5935103,35.19
01/02/2021 12:00,8.3275,9.635,4.475,40.69,91,8.18754829,22.8375,24.9925,22.59350877,31.3475
01/02/2021 13:00,9.3175,9.865,4.5125,39.5275,89.9775,8.187548432,25.0725,24.9675,22.59350784,34.1325
01/02/2021 14:00,8.68,9.8975,4.585,39.1275,87.5975,8.187548562,23.6775,22.7425,22.59350773,32.8625
01/02/2021 15:00,7.925,9.445,4.1725,32.8275,82.7375,8.187548705,21.4825,22.5225,22.5935093,31.26
01/02/2021 16:00,8.51,9.4325,4.1875,34.415,81.2775,8.187548841,19.225,20.6175,22.59351237,30.885
01/02/2021 17:00,10.93,9.29,4.415,35.075,82.79,8.187549013,21.9875,21.035,22.59352087,28.9575
01/02/2021 18:00,7.3175,9.4925,4.81,40.6025,88.9475,8.18754917,23.67,22.5875,22.59352914,27.4
01/02/2021 19:00,7.8675,10.0325,5.0275,43.53,93.605,8.187549306,26.56,23.1925,22.59353659,29.27
01/02/2021 20:00,7.47,10.52,4.8675,42.0775,95.185,8.187549375,27.675,22.4175,22.59354201,28.0025
01/02/2021 21:00,6.535,9.58,4.55,34.6225,86.3525,8.187549367,23.8475,20.35,22.5935457,26.1375
01/02/2021 22:00,4.67,9.1075,3.6775,29.6725,74.9575,8.187549257,21.1,17.8275,22.59355673,25.9175
01/02/2021 23:00,4.61,8.4925,3.4325,27.8675,69.5075,8.187549145,17.8875,15.3575,22.59356646,22.8525
02/02/2021 00:00,3.8725,7.9275,3.14,25.585,61.94,8.187548646,15.1625,12.7075,22.59356847,22.385
02/02/2021 01:00,2.965,7.705,3.005,25.6775,56.945,8.187548481,13.4075,11.1375,22.5935629,22.37
02/02/2021 02:00,10.6375,7.6425,2.72,26.3625,54.6575,8.187548287,12.225,10.43,22.59355579,21.67
02/02/2021 03:00,3.59,7.6325,2.685,24.6725,54.43,8.187548099,12.05,10.6675,22.59354872,20.99
02/02/2021 04:00,2.5375,7.7175,2.7625,26.1375,55.195,8.187547937,12.1225,10.5,22.59354049,21.925
02/02/2021 05:00,3.88,8.01,3.0025,24.3475,57.91,8.187547807,13.2475,11.7325,22.59353245,22.3825
02/02/2021 06:00,5.1825,8.72,4.25,31.5825,73.03,8.187547712,19.18,15.7825,22.59352482,27.855
02/02/2021 07:00,8.645,10.49,5.12,42.4925,101.4925,8.18754767,28.8175,23.5225,22.59351234,30.3775
02/02/2021 08:00,9.8125,10.555,4.93,42.29,101.085,8.187547632,29.305,28.2775,22.59350028,34.4025
02/02/2021 09:00,9.155,10,4.7025,43.135,96.655,8.187547608,26.9775,27.6875,22.59348947,34.6475
02/02/2021 10:00,9.035,9.6475,4.5175,38.055,91.2775,8.187547674,24.095,26.2525,22.593482,32.2175
02/02/2021 11:00,9.2325,9.35,4.4,37.1475,86.28,8.187547843,22.22,24.655,22.5934797,31.8375
02/02/2021 12:00,9.32,9.28,4.29,32.9575,86.8825,8.187548155,22.7875,25.955,22.59347369,32.25
02/02/2021 13:00,8.3275,9.455,4.65,34.735,87.8175,8.187548482,25.2275,25.28,22.59346873,32.49
02/02/2021 14:00,8.53,9.2925,4.09,34.62,85.2575,8.187548793,23.1825,24.6175,22.59346486,33.4025
02/02/2021 15:00,8.0825,9.2975,4.19,33.72,79.6575,8.187549128,21.32,21.205,22.59346396,32.19
02/02/2021 16:00,7.0875,9.4275,3.8975,36.32,79.48,8.18754947,21.2475,20.665,22.593467,32.5875
02/02/2021 17:00,6.285,9.08,4.075,37.1875,79.49,8.187549886,21.3425,21.285,22.593481,29.31
02/02/2021 18:00,7.055,9.8075,4.59,38.785,87.53,8.187550285,22.7025,21.7625,22.59349474,27.69
02/02/2021 19:00,7.1475,10.0125,4.72,38.03,92.1875,8.187550672,25.8225,22.6975,22.59350853,26.4775
02/02/2021 20:00,7.205,10.5175,5.08,40.44,94.9425,8.187550941,27.11,21.76,22.59351876,25.6525
02/02/2021 21:00,6.8775,9.7,4.56,35.625,84.6225,8.187551053,25.325,20.465,22.59352562,25.4375
02/02/2021 22:00,4.5975,8.87,3.72,33.215,76.52,8.187550971,20.88,17.14,22.59354868,24.98
02/02/2021 23:00,4.8375,8.385,3.215,31.79,70.655,8.187550885,18.555,15.6175,22.59357031,23.305
03/02/2021 00:00,4.3725,8.0325,3.0875,28.31,61.4075,8.187551659,15.3475,12.66,22.593621,21.8825
03/02/2021 01:00,4.45,7.77,3.0075,25.6725,56.0575,8.187551282,13.25,10.5775,22.59366872,20.85
03/02/2021 02:00,4.7325,7.6775,2.755,23.77,54.37,8.187550781,12.185,10.43,22.59371023,20.96
03/02/2021 03:00,5.5025,7.785,2.6525,20.6375,54.75,8.187549783,12.8025,10.4375,22.59373437,21.1675
03/02/2021 04:00,5.0025,7.7575,2.76,23.1425,54.95,8.187548603,11.9875,10.5075,22.59374505,21.7825
03/02/2021 05:00,4.96,8.2175,3.1325,28.12,57.3275,8.187547458,13.17,11.405,22.59375594,22.775
03/02/2021 06:00,4.855,8.855,4.2625,33.655,72.8125,8.187546368,18.35,16.05,22.59376747,24.9875
03/02/2021 07:00,7.48,10.4125,5.49,42.8775,100.1625,8.187545428,28.6975,24.4475,22.59376119,28.8875
03/02/2021 08:00,8.7675,10.3375,5.0325,42.53,100.525,8.18754469,28.8775,27.725,22.59371199,30.68
03/02/2021 09:00,8.82,10.0325,4.835,36.8475,96.86,8.187544041,26.2875,26.9275,22.59363027,30.8925
03/02/2021 10:00,8.4,9.85,4.3725,34.945,90.2375,8.18754347,25.81,25.7525,22.59355241,32.005
03/02/2021 11:00,7.825,9.425,4.35,41.2925,86.2925,8.187543054,22.54,26.2575,22.59348237,32.075
03/02/2021 12:00,8.1825,9.295,4.815,35.6775,86.085,8.187543226,21.61,25.23,22.5933975,31.2825
03/02/2021 13:00,9.445,9.435,4.6925,38.4175,88.4625,8.187544001,23.54,26.32,22.59331369,31.455
03/02/2021 14:00,9.75,9.4175,4.2275,35.75,85.5175,8.187545145,20.0325,23.425,22.59324001,31.38
03/02/2021 15:00,9.9225,9.4675,4.29,37.295,82.2725,8.187546317,20.435,21.595,22.5931697,27.46
03/02/2021 16:00,8.0925,9.22,3.8675,34.465,79.2675,8.187547466,19.9825,21.59,22.59310435,27.2775
03/02/2021 17:00,7.24,9.1175,4.1975,31.0075,82.25,8.18754892,22.4975,21.82,22.59308263,28.9475
03/02/2021 18:00,6.9475,9.695,4.98,35.6425,87.185,8.187550321,24.785,23.0525,22.59311405,28.5425
03/02/2021 19:00,7.1875,10.3775,4.6675,37.385,92.6675,8.187552098,26.89,22.565,22.59319303,28.1775
03/02/2021 20:00,6.82,10.325,5.085,39.01,94.6075,8.187553744,27.1075,23.34,22.59326842,26.13
03/02/2021 21:00,6.285,9.6675,4.5725,37.1775,85.59,8.187555154,25.515,19.61,22.59333852,24.665
03/02/2021 22:00,4.44,8.855,3.845,32.8525,76.085,8.187555704,21.025,17.5175,22.59346955,25.1875
03/02/2021 23:00,3.8075,8.4,3.5325,28.36,70.855,8.187555321,18.0925,15.475,22.59363199,22.9725
04/02/2021 00:00,3.4825,7.9175,3.2175,22.8925,60.665,8.187555743,15.265,12.96,22.59373701,19.895
04/02/2021 01:00,4.26,7.71,3.1275,22.45,57.045,8.187554933,13.7625,11.135,22.5938317,21.1725
04/02/2021 02:00,3.9775,7.725,2.8,23.3675,55.55,8.187553905,12,10.6225,22.59391549,21.0775
04/02/2021 03:00,5.0575,7.79,2.7325,26.025,55.0025,8.187551876,12.475,10.6525,22.59396453,20.19
04/02/2021 04:00,4.2475,7.85,2.7575,25.505,55.3875,8.187549395,11.935,10.48,22.5939834,22.455
04/02/2021 05:00,4.2575,7.885,2.9025,26.7175,58.3875,8.187546952,13.155,11.9225,22.5940025,22.19
04/02/2021 06:00,5.5825,9.1375,3.99,35.5,73.45,8.187544583,18.6225,16.61,22.59402246,26.2825
04/02/2021 07:00,8.6475,10.5775,5.075,40.29,99.9625,8.187542427,29.0875,22.615,22.59400787,30.4
04/02/2021 08:00,9.57,10.2975,4.985,39.89,100.0075,8.187540672,29.195,28.28,22.59390701,31.3575
04/02/2021 09:00,9.6575,10.145,4.7025,43.595,95.855,8.187539082,27.4425,27.3825,22.59373985,29.89
04/02/2021 10:00,9.7275,9.43,4.29,37.285,93.2775,8.187537591,24.6975,27.215,22.59357524,31.165
04/02/2021 11:00,10.195,9.65,4.52,38.79,89.395,8.187536308,23.0175,24.89,22.59342107,33.8275
04/02/2021 12:00,9.0375,9.26,4.37,37.0125,87.735,8.187536056,23.9375,25.155,22.59324095,32.035
04/02/2021 13:00,8.61,9.675,4.8075,36.3975,89.5175,8.187537111,25.5875,24.9525,22.59306303,30.7375
04/02/2021 14:00,8.2975,9.65,4.355,34.8525,86.5,8.187538921,22.565,25.4,22.59290426,31.235
04/02/2021 15:00,7.84,9.44,4.1675,32.56,81.2575,8.187540762,21.2025,21.8225,22.59274929,28.835
04/02/2021 16:00,7.085,9.16,4.0325,35.2525,79.8025,8.18754273,21.5425,22.36,22.59260432,29.9275
04/02/2021 17:00,6.0275,9.5175,4.3675,36.505,82.3425,8.187545233,23.04,20.9975,22.59253568,27.9475
04/02/2021 18:00,6.49,9.9375,4.9775,37.7225,86.2075,8.187547645,24.6925,22.66,22.59257357,27.14
04/02/2021 19:00,7.8075,10.46,5.1675,41.8925,93.6025,8.187551033,26.295,22.475,22.59271271,28.5975
